05-12-2018 04:20:26 - ===============================Started Adding License Comments, Project - C:\GitHubRepository\Ginger\Ginger===============================
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\TestLib\WizardLib\MyWizardSubItem.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\UserControlsLib\ActionInputValueUserControlLib\ActionInputValueUserControl.xaml.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\UserControlsLib\GingerButtons\ucButton.xaml.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\UserControlsLib\ImageMakerLib\ImageMaker.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\UserControlsLib\ImageMakerLib\ImageMakerControl.xaml.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\UserControlsLib\ImageMakerLib\Page1.xaml.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\UserControlsLib\PieChart\BaseWPFHelpers.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\UserControlsLib\PieChart\ColorConverter.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\UserControlsLib\PieChart\FormattingConverter.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\UserControlsLib\PieChart\IColorSelector.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\UserControlsLib\PieChart\Legend.xaml.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\UserControlsLib\PieChart\LegendConverter.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\UserControlsLib\PieChart\NewLegend.xaml.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\UserControlsLib\PieChart\NewPieChartLayout.xaml.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\UserControlsLib\PieChart\NewPiePlotter.xaml.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\UserControlsLib\PieChart\PieChartLayout.xaml.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\UserControlsLib\PieChart\PiePiece.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\UserControlsLib\PieChart\PiePlotter.xaml.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\UserControlsLib\PieChart\StatusColorSelector.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\UserControlsLib\PieChart\Utils.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\UserControlsLib\TextEditor\DocumentEditorPage.xaml.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\UserControlsLib\TextEditor\ImportDocumentPage.xaml.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\UserControlsLib\TextEditor\TableEditorPage.xaml.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\UserControlsLib\TextEditor\UCTextEditor.xaml.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\UserControlsLib\TwoLevelMenuLib\MenuItemBase.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\UserControlsLib\TwoLevelMenuLib\SubMenuItem.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\UserControlsLib\TwoLevelMenuLib\TopMenuItem.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\UserControlsLib\TwoLevelMenuLib\TwoLevelMenu.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\UserControlsLib\TwoLevelMenuLib\TwoLevelMenuPage.xaml.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\UserControlsLib\UCDataGridView\ucDataGrid.xaml.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\UserControlsLib\ucGridView\GridColView.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\UserControlsLib\ucGridView\GridViewDef.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\UserControlsLib\ucGridView\ucGrid.xaml.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\UserControlsLib\UCTreeView\ITreeView.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\UserControlsLib\UCTreeView\ITreeViewItem.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\UserControlsLib\UCTreeView\SingleItemTreeViewExplorerPage.xaml.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\UserControlsLib\UCTreeView\SingleItemTreeViewSelectionPage.xaml.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\UserControlsLib\UCTreeView\TreeView1.xaml.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\UserControlsLib\UCTreeView\TreeView2.xaml.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\UserControlsLib\UCTreeView\TreeViewExplorerPage.xaml.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\UserControlsLib\UCTreeView\TreeViewItemGenericBase.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\UserControlsLib\UCTreeView\TreeViewUtils.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\UserControlsLib\UCTreeView\UCTreeView.xaml.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\UserControlsLib\VisualFlow\FlowDiagramPage.xaml.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\UserControlsLib\VisualFlow\FlowElement.xaml.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\UserControlsLib\VisualFlow\FlowLink .xaml.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\UserControlsLib\VisualFlow\ZoomPanel.xaml.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\Android\AndroidElementInfoConverter.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\Android\AndroidElementTreeItemBase.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\Android\AndroidWidgetButtonTreeItem.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\Android\AndroidWidgetCheckBoxTreeItem.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\Android\AndroidWidgetEditTextTreeItem.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\Android\AndroidWidgetImageTreeItem.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\Android\AndroidWidgetTextViewTreeItem.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\Android\AndroidWindowTreeItem.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\Appium\AppiumAndroidWidgetButtonTreeItem.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\Appium\AppiumAndroidWidgetCheckBoxTreeItem.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\Appium\AppiumAndroidWidgetEditTextTreeItem.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\Appium\AppiumAndroidWidgetImageTreeItem.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\Appium\AppiumAndroidWidgetTextViewTreeItem.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\Appium\AppiumElementInfoConverter.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\Appium\AppiumElementTreeItemBase.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\Appium\AppiumWindowPage.xaml.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\Appium\AppiumWindowTreeItem.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\ASCF\ASCFControlInfoPage.xaml.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\Common\ControlActionsPage.xaml.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\Common\ElementInfoPage.xaml.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\Common\FilterElementsPage.xaml.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\Common\IWindowExplorerTreeItem.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\Common\MenuControlActionsPage.xaml.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\Common\ScreenShotPage.xaml.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\Common\TableActionsPage.xaml.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\Common\WindowExplorerPage.xaml.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\Common\WindowExplorerPOMPage.xaml.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\HTMLCommon\HTMLButtonTreeItem.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\HTMLCommon\HTMLCanvasElementPage.xaml.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\HTMLCommon\HTMLCanvasTreeItem.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\HTMLCommon\HTMLCheckBoxTreeItem.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\HTMLCommon\HTMLComboBoxPage.xaml.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\HTMLCommon\HTMLComboBoxTreeItem.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\HTMLCommon\HTMLDivTreeItem.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\HTMLCommon\HTMLElementInfoConverter.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\HTMLCommon\HTMLElementPage.xaml.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\HTMLCommon\HTMLElementTreeItemBase.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\HTMLCommon\HTMLFrameTreeItem.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\HTMLCommon\HTMLImgTreeItem.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\HTMLCommon\HTMLLabelTreeItem.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\HTMLCommon\HTMLLinkTreeItem.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\HTMLCommon\HTMLPageTreeItem.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\HTMLCommon\HTMLRadioButtonTreeItem.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\HTMLCommon\HTMLSpanTreeItem.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\HTMLCommon\HTMLTableTreeItem.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\HTMLCommon\HTMLTDTreeItem.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\HTMLCommon\HTMLTextBoxTreeItem.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\HTMLCommon\JEditorHTMLTableTreeItem.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\Java\JavaBrowserTreeItem.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\Java\JavaButtonTreeItem.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\Java\JavaCheckBoxTreeItem.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\Java\JavaComboBoxTreeItem.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\Java\JavaDatePickerTreeItem.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\Java\JavaElementInfoConverter.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\Java\JavaElementTreeItem.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\Java\JavaElementTreeItemBase.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\Java\JavaInternalFrameTitleTreeItem.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\Java\JavaLabelTreeItem.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\Java\JavaListTreeItem.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\Java\JavaMenuTreeItem.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\Java\JavaRadioButtonTreeItem.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\Java\JavaScrollTreeItem.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\Java\JavaTableTreeItem.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\Java\JavaTabTreeItem.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\Java\JavaTextBoxTreeItem.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\Java\JavaTreeTreeItem.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\Java\JavaWindowTreeItem.cs
05-12-2018 04:20:29 - Earlier - True, License Added - False, FileName - C:\GitHubRepository\Ginger\Ginger\Ginger\WindowExplorer\Mainframe\MainframeControlTreeItem.cs
